"","country_code","country","diet","attribute","centile_up","value","centile_down","value_baseline","diff_baseline","X._diff_baseline","value_baseline_adj","diff_baseline_adj","X._diff_baseline_adj"
"30",1,"Armenia","baseline_adjusted","kg_co2e_total",288.584492229203,1644.59218704457,137.272353208915,1645.62049194774,-1.02830490316592,-0.000624873662060945,1644.59218704457,0,0
"31",1,"Armenia","baseline_adjusted","l_blue_green_wf",4641.34414751653,1441045.18358597,3105.07546433684,1441946.21779958,-901.034213612089,-0.000624873662061456,1441045.18358597,0,0
"32",1,"Armenia","baseline_adjusted","l_blue_wf_brackish_pond",21.6418095858192,20.1262180790207,0.462060874875494,20.1388022861547,-0.0125842071340756,-0.000624873662061181,20.1262180790207,0,0
"33",1,"Armenia","baseline_adjusted","l_blue_wf_excl_pond",99.9733285726966,186695.425722376,68.7872181364942,186812.159720739,-116.733998362324,-0.000624873662061545,186695.425722376,0,0
"34",1,"Armenia","baseline_adjusted","l_blue_wf_freshwater_pond",4106.84159115081,4197.48416285555,2150.77605730577,4200.10870016007,-2.62453730452489,-0.000624873662061381,4197.48416285555,0,0
"35",1,"Armenia","baseline_adjusted","l_blue_wf_total",4228.45672930932,190913.036103311,2220.02533631714,191032.407223185,-119.371119873947,-0.000624873662061355,190913.036103311,0,0
"36",1,"Armenia","baseline_adjusted","l_green_wf",412.887418207212,1250132.14748266,885.050128019698,1250913.8105764,-781.663093738956,-0.000624873662062123,1250132.14748266,0,0
"37",1,"Armenia","baseline_oecd","kg_co2_luc_feed_palm",0,1.07409278652211,0,0.954816257836077,0.119276528686038,0.1249209234836,0.954219618304447,0.119873168217667,0.125624296459834
"38",1,"Armenia","baseline_oecd","kg_co2_luc_feed_soy",0,95.6730119914498,0,36.7755021373162,58.8975098541336,1.60154196220669,36.7525220946215,58.9204898968283,1.6031686137113
"39",1,"Armenia","baseline_oecd","kg_co2_luc_human_palm_soy",0,6.93330275761818,0,0.243760100672537,6.68954265694564,27.4431403600882,0.243607781405765,6.68969497621242,27.4609248424201
"40",1,"Armenia","baseline_oecd","kg_co2_luc_pasture",0,3.43168479891758,0,3.4338896710998,-0.00220487218221876,-0.000642091736602764,3.4317439238859,-5.91249683248307e-05,-1.72288403902472e-05
"41",1,"Armenia","baseline_oecd","kg_co2e_excl_luc",180.88892578977,1845.8503530733,101.932162022336,1604.21252378081,241.637829292488,0.15062706824093,1603.21009362636,242.640259446947,0.151346514353656
"42",1,"Armenia","baseline_oecd","kg_co2e_total",180.88892578977,1952.96244540781,101.932162022336,1645.62049194774,307.341953460071,0.186763567276866,1644.59218704457,308.370258363237,0.187505608255014
"43",1,"Armenia","baseline_oecd","l_blue_green_wf",12795.6808759087,1604163.82645559,6252.17825882175,1441946.21779958,162217.608656014,0.112499070113419,1441045.18358597,163118.642869626,0.11319467614729
"44",1,"Armenia","baseline_oecd","l_blue_wf_brackish_pond",4666.79170220624,4339.97291933994,99.6377797444466,20.1388022861547,4319.83411705379,214.50303030303,20.1262180790207,4319.84670126092,214.637776670217
"45",1,"Armenia","baseline_oecd","l_blue_wf_excl_pond",157.341713454546,197110.020573722,142.758090181818,186812.159720739,10297.8608529835,0.055124146460153,186695.425722376,10414.5948513458,0.0557838779983434
"46",1,"Armenia","baseline_oecd","l_blue_wf_freshwater_pond",6979.96288184384,9315.79398832488,4613.21547935003,4200.10870016007,5115.68528816481,1.21798878394977,4197.48416285555,5118.30982546933,1.21937561331675
"47",1,"Armenia","baseline_oecd","l_blue_wf_total",11804.0962975046,210765.787481387,4855.6113492763,191032.407223185,19733.3802582021,0.103298600195868,190913.036103311,19852.751378076,0.103988453503683
"48",1,"Armenia","baseline_oecd","l_green_wf",991.584578404043,1393398.03897421,1396.56690954545,1250913.8105764,142484.228397812,0.113904113291513,1250132.14748266,143265.891491551,0.114600597848827
"49",1,"Armenia","lacto_ovo_vegetarian","kg_co2_luc_feed_palm",0,0.311279622605769,0,0.954816257836077,-0.643536635230308,-0.67399002682335,0.954219618304447,-0.642939995698679,-0.673786184401782
"50",1,"Armenia","lacto_ovo_vegetarian","kg_co2_luc_feed_soy",0,9.94712182264104,0,36.7755021373162,-26.8283803146751,-0.729517715747308,36.7525220946215,-26.8054002719804,-0.729348592811356
"51",1,"Armenia","lacto_ovo_vegetarian","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"52",1,"Armenia","lacto_ovo_vegetarian","kg_co2_luc_pasture",0,0.105344896573651,0,3.4338896710998,-3.32854477452615,-0.969321991483812,3.4317439238859,-3.32639902731225,-0.969302809618043
"53",1,"Armenia","lacto_ovo_vegetarian","kg_co2e_excl_luc",281.041844852071,1283.6284930389,129.134372133926,1604.21252378081,-320.584030741918,-0.199838877947645,1603.21009362636,-319.581600587459,-0.199338565705126
"54",1,"Armenia","lacto_ovo_vegetarian","kg_co2e_total",281.041844852071,1294.23584716212,129.134372133926,1645.62049194774,-351.384644785616,-0.213527144627204,1644.59218704457,-350.35633988245,-0.213035391170173
"55",1,"Armenia","lacto_ovo_vegetarian","l_blue_green_wf",0,1054929.96524606,0,1441946.21779958,-387016.252553518,-0.268398535102167,1441045.18358597,-386115.218339905,-0.267941090770712
"56",1,"Armenia","lacto_ovo_vegetarian","l_blue_wf_brackish_pond",0,0,0,20.1388022861547,-20.1388022861547,-1,20.1262180790207,-20.1262180790207,-1
"57",1,"Armenia","lacto_ovo_vegetarian","l_blue_wf_excl_pond",0,183460.740798789,0,186812.159720739,-3351.41892194925,-0.0179400469806635,186695.425722376,-3234.68492358693,-0.0173259998795955
"58",1,"Armenia","lacto_ovo_vegetarian","l_blue_wf_freshwater_pond",0,0,0,4200.10870016007,-4200.10870016007,-1,4197.48416285555,-4197.48416285555,-1
"59",1,"Armenia","lacto_ovo_vegetarian","l_blue_wf_total",0,183460.740798789,0,191032.407223185,-7571.66642439549,-0.0396355075793472,190913.036103311,-7452.29530452154,-0.0390350258768542
"60",1,"Armenia","lacto_ovo_vegetarian","l_green_wf",0,871469.224447273,0,1250913.8105764,-379444.586129122,-0.30333391710999,1250132.14748266,-378662.923035383,-0.302898316628272
"61",1,"Armenia","low_food_chain","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"62",1,"Armenia","low_food_chain","kg_co2e_excl_luc",292.347454109129,398.340907467703,136.985846658979,1604.21252378081,-1205.87161631311,-0.751690688382801,1603.21009362636,-1204.86918615865,-0.751535429416689
"63",1,"Armenia","low_food_chain","kg_co2e_total",292.347454109129,398.584515249109,136.985846658979,1645.62049194774,-1247.03597669863,-0.757790743856533,1644.59218704457,-1246.00767179546,-0.757639299037783
"64",1,"Armenia","low_food_chain","l_blue_green_wf",0,903177.467712794,0,1441946.21779958,-538768.750086786,-0.373639975913215,1441045.18358597,-537867.715873174,-0.373248335305294
"65",1,"Armenia","low_food_chain","l_blue_wf_brackish_pond",0,0,0,20.1388022861547,-20.1388022861547,-1,20.1262180790207,-20.1262180790207,-1
"66",1,"Armenia","low_food_chain","l_blue_wf_excl_pond",0,165278.156037466,0,186812.159720739,-21534.0036832723,-0.115270888765822,186695.425722376,-21417.26968491,-0.114717699172546
"67",1,"Armenia","low_food_chain","l_blue_wf_freshwater_pond",0,0,0,4200.10870016007,-4200.10870016007,-1,4197.48416285555,-4197.48416285555,-1
"68",1,"Armenia","low_food_chain","l_blue_wf_total",0,165278.156037466,0,191032.407223185,-25754.2511857186,-0.134816137010877,190913.036103311,-25634.8800658446,-0.134275168364996
"69",1,"Armenia","low_food_chain","l_green_wf",0,737899.311675328,0,1250913.8105764,-513014.498901068,-0.410111787529695,1250132.14748266,-512232.835807329,-0.409742951446207
"70",1,"Armenia","low_red_meat","kg_co2_luc_feed_palm",0,0.954219618304447,0,0.954816257836077,-0.000596639531629806,-0.000624873662061415,0.954219618304447,0,0
"71",1,"Armenia","low_red_meat","kg_co2_luc_feed_soy",0,36.7525220946215,0,36.7755021373162,-0.0229800426946909,-0.000624873662061381,36.7525220946215,0,0
"72",1,"Armenia","low_red_meat","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"73",1,"Armenia","low_red_meat","kg_co2_luc_pasture",0,3.4317439238859,0,3.4338896710998,-0.00214574721389393,-0.000624873662061105,3.4317439238859,0,0
"74",1,"Armenia","low_red_meat","kg_co2e_excl_luc",280.441801065582,1594.11673129801,129.356063895247,1604.21252378081,-10.0957924827999,-0.00629330112634084,1603.21009362636,-9.09336232834084,-0.00567197173002589
"75",1,"Armenia","low_red_meat","kg_co2e_total",280.441801065582,1635.49882471623,129.356063895247,1645.62049194774,-10.1216672315068,-0.00615066917374544,1644.59218704457,-9.09336232834084,-0.00552925059475209
"76",1,"Armenia","low_red_meat","l_blue_green_wf",4641.34414751653,1472671.68176151,3105.07546433684,1441946.21779958,30725.4639619295,0.0213083286898292,1441045.18358597,31626.4981755416,0.0219469164019137
"77",1,"Armenia","low_red_meat","l_blue_wf_brackish_pond",21.6418095858192,20.1262180790207,0.462060874875494,20.1388022861547,-0.0125842071340756,-0.000624873662061181,20.1262180790207,0,0
"78",1,"Armenia","low_red_meat","l_blue_wf_excl_pond",99.9733285726966,188895.683106065,68.7872181364942,186812.159720739,2083.52338532626,0.0111530394404779,186695.425722376,2200.25738368859,0.0117852774119943
"79",1,"Armenia","low_red_meat","l_blue_wf_freshwater_pond",4106.84159115081,4197.48416285555,2150.77605730577,4200.10870016007,-2.62453730452489,-0.000624873662061381,4197.48416285555,0,0
"80",1,"Armenia","low_red_meat","l_blue_wf_total",4228.45672930932,193113.293486999,2220.02533631714,191032.407223185,2080.88626381461,0.0108928442773769,190913.036103311,2200.25738368856,0.0115249195581275
"81",1,"Armenia","low_red_meat","l_green_wf",412.887418207212,1279558.38827451,885.050128019698,1250913.8105764,28644.5776981148,0.0228989219368487,1250132.14748266,29426.2407918538,0.0235385041902236
"82",1,"Armenia","meatless_day","kg_co2_luc_feed_palm",0,0.86237104749035,0,0.954816257836077,-0.0924452103457267,-0.0968198955422455,0.954219618304447,-0.0918485708140969,-0.0962551692002546
"83",1,"Armenia","meatless_day","kg_co2_luc_feed_soy",0,32.9231791986243,0,36.7755021373162,-3.8523229386919,-0.104752422531382,36.7525220946215,-3.82934289599721,-0.104192656115908
"84",1,"Armenia","meatless_day","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"85",1,"Armenia","meatless_day","kg_co2_luc_pasture",0,2.9565440628413,0,3.4338896710998,-0.477345608258502,-0.139010176208026,3.4317439238859,-0.475199861044608,-0.138471829945435
"86",1,"Armenia","meatless_day","kg_co2e_excl_luc",287.506971175327,1557.55557925672,136.109784483917,1604.21252378081,-46.6569445240957,-0.02908401713143,1603.21009362636,-45.6545143696367,-0.028476937957875
"87",1,"Armenia","meatless_day","kg_co2e_total",287.506971175327,1594.54128134708,136.109784483917,1645.62049194774,-51.0792106006588,-0.0310394837999386,1644.59218704457,-50.0509056974929,-0.0304336273100247
"88",1,"Armenia","meatless_day","l_blue_green_wf",3978.2949835856,1385885.86668027,2661.49325514586,1441946.21779958,-56060.3511193129,-0.0388782538677909,1441045.18358597,-55159.3169057008,-0.0382772986815304
"89",1,"Armenia","meatless_day","l_blue_wf_brackish_pond",18.5501225021308,17.251044067732,0.396052178464711,20.1388022861547,-2.88775821842274,-0.143392748853195,20.1262180790207,-2.87517401128867,-0.142857142857143
"90",1,"Armenia","meatless_day","l_blue_wf_excl_pond",85.6914244908828,186233.32787615,58.9604726884236,186812.159720739,-578.831844589062,-0.00309846985043342,186695.425722376,-462.097846226738,-0.0024751428399424
"91",1,"Armenia","meatless_day","l_blue_wf_freshwater_pond",3520.14993527212,3597.8435681619,1843.52233483351,4200.10870016007,-602.265131998175,-0.143392748853196,4197.48416285555,-599.64059469365,-0.142857142857143
"92",1,"Armenia","meatless_day","l_blue_wf_total",3624.39148226513,189848.422488379,1902.8788597004,191032.407223185,-1183.98473480565,-0.00619782136453105,190913.036103311,-1064.6136149317,-0.00557643226812231
"93",1,"Armenia","meatless_day","l_green_wf",353.903501320467,1196037.44419189,758.614395445455,1250913.8105764,-54876.3663845076,-0.0438690227260515,1250132.14748266,-54094.7032907687,-0.0432711880897528
"94",1,"Armenia","no_dairy","kg_co2_luc_feed_palm",0,0.710596719359808,0,0.954816257836077,-0.244219538476269,-0.255776476858227,0.954219618304447,-0.243622898944639,-0.255311140403435
"95",1,"Armenia","no_dairy","kg_co2_luc_feed_soy",0,33.1238965704036,0,36.7755021373162,-3.65160556691261,-0.0992945127785847,36.7525220946215,-3.62862552421792,-0.0987313337265892
"96",1,"Armenia","no_dairy","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"97",1,"Armenia","no_dairy","kg_co2_luc_pasture",0,3.32639902731225,0,3.4338896710998,-0.107490643787544,-0.0313028821782494,3.4317439238859,-0.105344896573651,-0.0306971903819572
"98",1,"Armenia","no_dairy","kg_co2e_excl_luc",297.053657609422,962.514032669215,137.614730897786,1604.21252378081,-641.6984911116,-0.400008403873598,1603.21009362636,-640.69606095714,-0.399633250504261
"99",1,"Armenia","no_dairy","kg_co2e_total",297.053657609422,999.918532767696,137.614730897786,1645.62049194774,-645.701959180043,-0.392375983611991,1644.59218704457,-644.673654276877,-0.391996057962182
"100",1,"Armenia","no_dairy","l_blue_green_wf",6539.97325691497,1447261.20475568,4375.26497756723,1441946.21779958,5314.98695609975,0.00368598141212954,1441045.18358597,6216.02116971184,0.00431355049828735
"101",1,"Armenia","no_dairy","l_blue_wf_brackish_pond",30.4947987962143,28.3592260811047,0.65107556533367,20.1388022861547,8.22042379494998,0.408188316174168,20.1262180790207,8.23300800208405,0.409068806159168
"102",1,"Armenia","no_dairy","l_blue_wf_excl_pond",140.869298739688,183389.570856545,96.9259233386001,186812.159720739,-3422.58886419356,-0.0183210175895933,186695.425722376,-3305.85486583124,-0.0177072086958744
"103",1,"Armenia","no_dairy","l_blue_wf_freshwater_pond",5786.82237792769,5914.54399822688,3030.59145138356,4200.10870016007,1714.43529806681,0.408188316174167,4197.48416285555,1717.05983537134,0.409068806159169
"104",1,"Armenia","no_dairy","l_blue_wf_total",5958.18647546359,189332.474080853,3128.1684502875,191032.407223185,-1699.93314233181,-0.00889866367200074,190913.036103311,-1580.56202245786,-0.00827896331606477
"105",1,"Armenia","no_dairy","l_green_wf",581.786781451377,1257928.73067483,1247.09652727973,1250913.8105764,7014.92009843141,0.00560783647851731,1250132.14748266,7796.58319217036,0.00623660723217945
"106",1,"Armenia","no_red_meat","kg_co2_luc_feed_palm",0,0.252706642184649,0,0.954816257836077,-0.702109615651428,-0.73533479335871,0.954219618304447,-0.701512976119798,-0.735169307634145
"107",1,"Armenia","no_red_meat","kg_co2_luc_feed_soy",0,15.8933708810736,0,36.7755021373162,-20.8821312562425,-0.567827223086463,36.7525220946215,-20.8591512135478,-0.567557000845949
"108",1,"Armenia","no_red_meat","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"109",1,"Armenia","no_red_meat","kg_co2_luc_pasture",0,0.105344896573651,0,3.4338896710998,-3.32854477452615,-0.969321991483812,3.4317439238859,-3.32639902731225,-0.969302809618043
"110",1,"Armenia","no_red_meat","kg_co2e_excl_luc",287.884256728657,1099.74431820405,132.978055478639,1604.21252378081,-504.468205576762,-0.31446469722592,1603.21009362636,-503.465775422303,-0.314036056424456
"111",1,"Armenia","no_red_meat","kg_co2e_total",287.884256728657,1116.23934840529,132.978055478639,1645.62049194774,-529.381143542449,-0.321690903906938,1644.59218704457,-528.352838639283,-0.321266781395066
"112",1,"Armenia","no_red_meat","l_blue_green_wf",4887.862035635,1063690.27881323,3269.99679350101,1441946.21779958,-378255.938986345,-0.262323195079749,1441045.18358597,-377354.904772733,-0.261861952054622
"113",1,"Armenia","no_red_meat","l_blue_wf_brackish_pond",22.7912811665924,21.1951913374046,0.486602530791583,20.1388022861547,1.05638905124983,0.0524554060484567,20.1262180790207,1.06897325838391,0.0531134689183456
"114",1,"Armenia","no_red_meat","l_blue_wf_excl_pond",105.283258852506,181498.703184894,72.4407459089664,186812.159720739,-5313.45653584416,-0.0284427766575106,186695.425722376,-5196.72253748184,-0.027835296539132
"115",1,"Armenia","no_red_meat","l_blue_wf_freshwater_pond",4324.97019435497,4420.42710747462,2265.0112345758,4200.10870016007,220.318407314551,0.0524554060484565,4197.48416285555,222.942944619076,0.0531134689183456
"116",1,"Armenia","no_red_meat","l_blue_wf_total",4453.04473437407,185940.325483706,2337.93858301556,191032.407223185,-5092.08173947837,-0.0266555911297775,190913.036103311,-4972.71061960442,-0.0260469935479601
"117",1,"Armenia","no_red_meat","l_green_wf",434.817301260935,877749.953329528,932.05821048545,1250913.8105764,-373163.857246867,-0.298313004534598,1250132.14748266,-372382.194153128,-0.297874264655125
"118",1,"Armenia","pescetarian","kg_co2_luc_feed_palm",0,0.243622898944639,0,0.954816257836077,-0.711193358891438,-0.744848396803834,0.954219618304447,-0.710596719359808,-0.744688859596565
"119",1,"Armenia","pescetarian","kg_co2_luc_feed_soy",0,7.23594898326191,0,36.7755021373162,-29.5395531540542,-0.803239967839363,36.7525220946215,-29.5165731113596,-0.803116940801163
"120",1,"Armenia","pescetarian","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"121",1,"Armenia","pescetarian","kg_co2_luc_pasture",0,0.105344896573651,0,3.4338896710998,-3.32854477452615,-0.969321991483812,3.4317439238859,-3.32639902731225,-0.969302809618043
"122",1,"Armenia","pescetarian","kg_co2e_excl_luc",298.192739443017,1069.63772811631,139.975586513549,1604.21252378081,-534.5747956645,-0.333231905212043,1603.21009362636,-533.572365510041,-0.332814998877119
"123",1,"Armenia","pescetarian","kg_co2e_total",298.192739443017,1077.4662526765,139.975586513549,1645.62049194774,-568.154239271239,-0.345252287542177,1644.59218704457,-567.125934368073,-0.344842897124077
"124",1,"Armenia","pescetarian","l_blue_green_wf",20557.8535236576,1041135.53053513,13753.2758931259,1441946.21779958,-400810.687264449,-0.277965074089995,1441045.18358597,-399909.653050837,-0.277513611374545
"125",1,"Armenia","pescetarian","l_blue_wf_brackish_pond",95.8578242232308,89.1448317778989,2.04660104547219,20.1388022861547,69.0060294917442,3.42652102698209,20.1262180790207,69.0186136988783,3.42928877287793
"126",1,"Armenia","pescetarian","l_blue_wf_excl_pond",442.810741834281,178328.595956301,304.678453009478,186812.159720739,-8483.5637644371,-0.0454122674729471,186695.425722376,-8366.82976607478,-0.0448153977726085
"127",1,"Armenia","pescetarian","l_blue_wf_freshwater_pond",18190.3873516724,18591.869476869,9526.40824359908,4200.10870016007,14391.7607767089,3.42652102698209,4197.48416285555,14394.3853140134,3.42928877287792
"128",1,"Armenia","pescetarian","l_blue_wf_total",18729.0559177299,197009.610264948,9833.13329765403,191032.407223185,5977.20304176354,0.0312889479258895,190913.036103311,6096.57416163749,0.0319337761636056
"129",1,"Armenia","pescetarian","l_green_wf",1828.79760592775,844125.920270183,3920.14259547182,1250913.8105764,-406787.890306212,-0.325192580709276,1250132.14748266,-406006.227212473,-0.324770647671154
"130",1,"Armenia","vegan","kg_co2_luc_human_palm_soy",0,0.243607781405765,0,0.243760100672537,-0.000152319266771755,-0.000624873662061613,0.243607781405765,0,0
"131",1,"Armenia","vegan","kg_co2e_excl_luc",290.297733705021,375.649091912837,136.653769645045,1604.21252378081,-1228.56343186798,-0.765835831385042,1603.21009362636,-1227.56100171352,-0.765689416872904
"132",1,"Armenia","vegan","kg_co2e_total",290.297733705021,375.892699694243,136.653769645045,1645.62049194774,-1269.7277922535,-0.771579959332336,1644.59218704457,-1268.69948735033,-0.771437136418759
"133",1,"Armenia","vegan","l_blue_green_wf",0,877579.077416344,0,1441946.21779958,-564367.140383236,-0.391392642399981,1441045.18358597,-563466.106169624,-0.391012101901945
"134",1,"Armenia","vegan","l_blue_wf_brackish_pond",0,0,0,20.1388022861547,-20.1388022861547,-1,20.1262180790207,-20.1262180790207,-1
"135",1,"Armenia","vegan","l_blue_wf_excl_pond",0,163419.966784521,0,186812.159720739,-23392.1929362173,-0.125217721218928,186695.425722376,-23275.458937855,-0.124670751025612
"136",1,"Armenia","vegan","l_blue_wf_freshwater_pond",0,0,0,4200.10870016007,-4200.10870016007,-1,4197.48416285555,-4197.48416285555,-1
"137",1,"Armenia","vegan","l_blue_wf_total",0,163419.966784521,0,191032.407223185,-27612.4404386635,-0.144543226146984,190913.036103311,-27493.0693187896,-0.144008339503395
"138",1,"Armenia","vegan","l_green_wf",0,714159.110631823,0,1250913.8105764,-536754.699944572,-0.429090074317148,1250132.14748266,-535973.036850833,-0.428733104680255
"139",2,"Afghanistan","2/3_vegan","kg_co2_luc_feed_palm",0,0.435042242691243,0,0.594704945415018,-0.159662702723775,-0.268473810340275,1.30512672807373,-0.870084485382486,-0.666666666666667
"140",2,"Afghanistan","2/3_vegan","kg_co2_luc_feed_soy",0,1.9929808361679,0,2.59978745652285,-0.606806620354949,-0.233406242049702,5.97894250850369,-3.98596167233579,-0.666666666666667
"141",2,"Afghanistan","2/3_vegan","kg_co2_luc_human_palm_soy",0,0,0,0,0,NA,0,0,NA
"142",2,"Afghanistan","2/3_vegan","kg_co2_luc_pasture",0,0.0882494780106614,0,0.226238273088098,-0.137988795077437,-0.609926840379051,0.264748434031984,-0.176498956021323,-0.666666666666667
"143",2,"Afghanistan","2/3_vegan","kg_co2e_excl_luc",91.1492483052533,753.633964032905,92.5022517420235,894.987076874977,-141.353112842072,-0.157938719445687,1749.80030291978,-996.16633888687,-0.569302872576164
"144",2,"Afghanistan","2/3_vegan","kg_co2e_total",91.1492483052533,756.150236589775,92.5022517420235,898.407807550003,-142.257570960228,-0.158344094702572,1757.34912059039,-1001.19888400061,-0.569721105652732
